GADE,Game,Platform,Hours,Narcissism,Gender,Work,Degree,GAD_T,SWL_T,SPIN_T
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,26,9.0
Very difficult,League of Legends,PC,40.0,1.0,Male,Student at school,,21,17,57.0
Somewhat difficult,League of Legends,PC,20.0,5.0,Male,Unemployed / between jobs,Bachelor (or equivalent),21,9,3.0
Very difficult,League of Legends,PC,40.0,2.0,Male,Student at school,,7,30,17.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),5,20,34.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,Bachelor (or equivalent),1,27,13.0
Somewhat difficult,League of Legends,PC,3.0,3.0,Female,Student at college / university,High school diploma (or equivalent),2,21,26.0
Not difficult at all,Counter Strike,PC,40.0,2.0,Male,Student at school,High school diploma (or equivalent),2,23,23.0
Somewhat difficult,League of Legends,PC,13.0,3.0,Male,Student at college / university,,5,18,16.0
Somewhat difficult,League of Legends,"Console (PS, Xbox, ...)",5.0,1.0,Male,Student at college / university,Bachelor (or equivalent),7,18,15.0
Somewhat difficult,League of Legends,PC,14.0,2.0,Male,Student at college / university,"Ph.D., Psy. D., MD (or equivalent)",4,31,6.0
Very difficult,League of Legends,PC,35.0,1.0,Male,Employed,High school diploma (or equivalent),16,17,11.0
Very difficult,League of Legends,PC,20.0,2.0,Male,Employed,Bachelor (or equivalent),7,21,
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),0,20,
Somewhat difficult,League of Legends,PC,56.0,3.0,Male,Student at school,,6,16,
Somewhat difficult,Other,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,24,11.0
Not difficult at all,League of Legends,PC,15.0,1.0,Male,Student at school,,3,28,6.0
Somewhat difficult,League of Legends,PC,18.0,2.0,Male,Student at college / university,High school diploma (or equivalent),7,12,13.0
Very difficult,League of Legends,PC,20.0,4.0,Male,Student at college / university,High school diploma (or equivalent),13,23,50.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Student at college / university,High school diploma (or equivalent),15,9,26.0
Not difficult at all,League of Legends,PC,35.0,5.0,Male,Employed,High school diploma (or equivalent),1,21,23.0
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Unemployed / between jobs,,0,21,
Not difficult at all,League of Legends,PC,12.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,31,6.0
Not difficult at all,League of Legends,PC,65.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),4,15,23.0
Somewhat difficult,League of Legends,PC,25.0,3.0,Male,Student at college / university,High school diploma (or equivalent),2,27,17.0
Very difficult,League of Legends,PC,5.0,2.0,Female,Student at college / university,High school diploma (or equivalent),6,17,29.0
Not difficult at all,Other,PC,18.0,2.0,Male,Unemployed / between jobs,High school diploma (or equivalent),3,8,28.0
Somewhat difficult,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),5,12,21.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,14,18.0
Not difficult at all,League of Legends,PC,60.0,2.0,Male,Employed,Bachelor (or equivalent),6,11,0.0
Not difficult at all,League of Legends,PC,21.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,27,18.0
Not difficult at all,League of Legends,PC,10.0,3.0,Male,Student at college / university,Bachelor (or equivalent),1,24,4.0
Somewhat difficult,League of Legends,PC,12.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,22,20.0
Somewhat difficult,League of Legends,PC,40.0,2.0,Male,Employed,Bachelor (or equivalent),3,20,12.0
Extremely difficult,Hearthstone,PC,35.0,3.0,Male,Student at college / university,High school diploma (or equivalent),6,15,56.0
Somewhat difficult,League of Legends,PC,20.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),3,13,16.0
Somewhat difficult,World of Warcraft,PC,30.0,3.0,Male,Student at college / university,High school diploma (or equivalent),16,7,50.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,26,2.0
Very difficult,League of Legends,PC,20.0,1.0,Male,Student at school,"Ph.D., Psy. D., MD (or equivalent)",7,23,7.0
Not difficult at all,League of Legends,PC,12.0,2.0,Male,Student at college / university,Bachelor (or equivalent),4,22,38.0
Somewhat difficult,Other,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,11,9.0
Somewhat difficult,League of Legends,PC,16.0,2.0,Male,Student at college / university,High school diploma (or equivalent),5,26,34.0
Somewhat difficult,League of Legends,PC,12.0,3.0,Male,Student at college / university,High school diploma (or equivalent),3,24,24.0
,Other,PC,30.0,3.0,Male,Student at college / university,Bachelor (or equivalent),0,24,23.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),14,19,60.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at school,,2,18,9.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),6,16,
Not difficult at all,League of Legends,PC,5.0,3.0,Female,Student at college / university,High school diploma (or equivalent),14,12,13.0
Not difficult at all,League of Legends,PC,16.0,2.0,Male,Student at school,,1,28,13.0
Somewhat difficult,League of Legends,PC,35.0,2.0,Male,Student at school,High school diploma (or equivalent),11,15,43.0
Not difficult at all,League of Legends,PC,40.0,1.0,Male,Unemployed / between jobs,,6,6,13.0
Very difficult,League of Legends,PC,10.0,1.0,Male,Employed,High school diploma (or equivalent),13,13,20.0
Very difficult,League of Legends,PC,10.0,4.0,Male,Student at school,,13,20,6.0
Somewhat difficult,League of Legends,PC,35.0,1.0,Male,Student at college / university,High school diploma (or equivalent),12,11,47.0
Not difficult at all,League of Legends,PC,12.0,2.0,Male,Employed,Bachelor (or equivalent),3,6,11.0
Somewhat difficult,League of Legends,PC,28.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,26,20.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),8,7,29.0
Somewhat difficult,Other,PC,15.0,4.0,Male,Student at college / university,,6,20,30.0
Somewhat difficult,League of Legends,PC,40.0,4.0,Male,Student at college / university,High school diploma (or equivalent),11,15,22.0
Somewhat difficult,League of Legends,PC,13.0,4.0,Male,Student at college / university,Bachelor (or equivalent),9,27,22.0
Not difficult at all,League of Legends,PC,30.0,3.0,Male,Employed,High school diploma (or equivalent),2,29,0.0
Somewhat difficult,Counter Strike,PC,35.0,1.0,Male,Unemployed / between jobs,Bachelor (or equivalent),3,24,9.0
Not difficult at all,Other,"Console (PS, Xbox, ...)",0.0,3.0,Male,Student at college / university,High school diploma (or equivalent),0,28,2.0
Not difficult at all,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,26,16.0
Not difficult at all,Other,PC,21.0,2.0,Male,Student at college / university,Bachelor (or equivalent),6,32,4.0
Somewhat difficult,League of Legends,PC,28.0,1.0,Male,,High school diploma (or equivalent),6,24,8.0
Somewhat difficult,League of Legends,PC,25.0,1.0,Male,Student at school,High school diploma (or equivalent),8,6,33.0
Somewhat difficult,League of Legends,PC,35.0,3.0,Male,Student at college / university,High school diploma (or equivalent),9,10,27.0
Not difficult at all,League of Legends,PC,15.0,2.0,Male,Student at school,High school diploma (or equivalent),0,33,18.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Unemployed / between jobs,Bachelor (or equivalent),8,16,48.0
Not difficult at all,League of Legends,PC,15.0,2.0,Female,Employed,Bachelor (or equivalent),0,24,13.0
Somewhat difficult,League of Legends,PC,10.0,3.0,Male,Student at college / university,High school diploma (or equivalent),2,13,21.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,29,12.0
Not difficult at all,League of Legends,PC,13.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,9,18.0
,League of Legends,PC,28.0,1.0,Male,Student at school,,0,25,14.0
Somewhat difficult,League of Legends,PC,3.0,4.0,Male,Student at school,,5,11,14.0
Not difficult at all,League of Legends,PC,20.0,4.0,Male,Unemployed / between jobs,Bachelor (or equivalent),5,19,17.0
Not difficult at all,League of Legends,PC,20.0,3.0,Male,Employed,High school diploma (or equivalent),5,26,22.0
Not difficult at all,League of Legends,PC,20.0,3.0,Male,Student at school,High school diploma (or equivalent),2,18,12.0
Somewhat difficult,League of Legends,PC,63.0,2.0,Male,Student at school,High school diploma (or equivalent),5,22,
Extremely difficult,Starcraft 2,PC,10.0,3.0,Male,Employed,Bachelor (or equivalent),8,10,55.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),11,12,27.0
Somewhat difficult,Skyrim,PC,65.0,1.0,Male,Student at college / university,High school diploma (or equivalent),5,20,45.0
Not difficult at all,League of Legends,PC,14.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,24,4.0
Somewhat difficult,League of Legends,PC,25.0,2.0,Male,Employed,High school diploma (or equivalent),5,28,22.0
Not difficult at all,League of Legends,PC,5.0,2.0,Male,Employed,Bachelor (or equivalent),1,17,25.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at school,High school diploma (or equivalent),4,19,28.0
Somewhat difficult,League of Legends,PC,16.0,2.0,Male,Student at college / university,High school diploma (or equivalent),10,21,57.0
Very difficult,League of Legends,PC,16.0,2.0,Male,Unemployed / between jobs,High school diploma (or equivalent),14,17,41.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at school,,0,24,14.0
Somewhat difficult,Destiny,"Console (PS, Xbox, ...)",30.0,1.0,Male,Student at college / university,High school diploma (or equivalent),5,17,16.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Employed,Bachelor (or equivalent),8,30,17.0
Somewhat difficult,League of Legends,PC,24.0,1.0,Male,Student at college / university,Bachelor (or equivalent),1,25,33.0
Very difficult,League of Legends,PC,28.0,2.0,Male,Student at college / university,High school diploma (or equivalent),10,18,13.0
Not difficult at all,League of Legends,PC,16.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),0,24,7.0
Not difficult at all,League of Legends,PC,15.0,3.0,Female,Employed,Master (or equivalent),0,23,16.0
Not difficult at all,League of Legends,PC,10.0,2.0,Male,Student at school,,0,24,4.0
Not difficult at all,League of Legends,PC,20.0,5.0,Male,Student at college / university,Bachelor (or equivalent),1,19,15.0
Extremely difficult,World of Warcraft,PC,45.0,4.0,Other,Student at college / university,High school diploma (or equivalent),21,9,12.0
Somewhat difficult,League of Legends,PC,25.0,2.0,Male,Student at college / university,High school diploma (or equivalent),6,27,20.0
Not difficult at all,League of Legends,PC,30.0,5.0,Male,Student at school,,2,31,16.0
Very difficult,League of Legends,PC,100.0,4.0,Male,Unemployed / between jobs,High school diploma (or equivalent),7,25,15.0
Somewhat difficult,Counter Strike,PC,20.0,1.0,Male,Student at school,,3,10,0.0
Somewhat difficult,League of Legends,PC,30.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),8,12,26.0
Somewhat difficult,League of Legends,PC,15.0,3.0,Male,Employed,High school diploma (or equivalent),6,28,8.0
Somewhat difficult,League of Legends,PC,30.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,34,
Not difficult at all,League of Legends,PC,35.0,3.0,Male,Employed,Bachelor (or equivalent),7,9,36.0
Not difficult at all,League of Legends,PC,15.0,1.0,Male,Employed,Bachelor (or equivalent),0,30,8.0
Somewhat difficult,League of Legends,PC,12.0,4.0,Male,Unemployed / between jobs,Bachelor (or equivalent),14,17,24.0
,Counter Strike,PC,30.0,2.0,Male,Unemployed / between jobs,High school diploma (or equivalent),0,12,9.0
Somewhat difficult,League of Legends,PC,20.0,4.0,Male,Student at college / university,High school diploma (or equivalent),4,12,14.0
Somewhat difficult,League of Legends,PC,30.0,1.0,Male,Student at college / university,High school diploma (or equivalent),5,17,11.0
Somewhat difficult,League of Legends,PC,28.0,1.0,Male,Unemployed / between jobs,,1,15,29.0
Somewhat difficult,League of Legends,PC,30.0,3.0,Female,Employed,High school diploma (or equivalent),13,18,64.0
Not difficult at all,League of Legends,PC,14.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,20,26.0
Somewhat difficult,League of Legends,PC,30.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,18,23.0
Not difficult at all,League of Legends,PC,40.0,1.0,Male,Student at college / university,Bachelor (or equivalent),2,32,14.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,Bachelor (or equivalent),2,18,27.0
Not difficult at all,League of Legends,PC,16.0,4.0,Male,Student at college / university,High school diploma (or equivalent),2,23,7.0
Not difficult at all,Other,PC,5.0,4.0,Male,Student at college / university,High school diploma (or equivalent),2,22,7.0
Extremely difficult,League of Legends,PC,15.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),20,9,58.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at school,High school diploma (or equivalent),3,22,10.0
Extremely difficult,League of Legends,PC,20.0,2.0,Male,Employed,Bachelor (or equivalent),8,21,4.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),8,19,27.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,23,13.0
Somewhat difficult,League of Legends,PC,10.0,3.0,Male,Student at college / university,High school diploma (or equivalent),9,19,21.0
Somewhat difficult,League of Legends,PC,40.0,1.0,Male,Student at college / university,High school diploma (or equivalent),10,10,24.0
Not difficult at all,League of Legends,PC,10.0,1.0,Male,Student at college / university,,0,25,9.0
Not difficult at all,League of Legends,PC,25.0,2.0,Male,Student at school,High school diploma (or equivalent),4,21,9.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,14,17.0
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,15,18.0
Somewhat difficult,League of Legends,PC,24.0,3.0,Male,Student at college / university,High school diploma (or equivalent),7,10,
Not difficult at all,League of Legends,PC,14.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,22,11.0
Somewhat difficult,League of Legends,PC,21.0,3.0,Male,Student at college / university,High school diploma (or equivalent),11,18,11.0
,League of Legends,PC,4.0,1.0,Male,Student at college / university,,0,29,7.0
Not difficult at all,League of Legends,PC,25.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,25,10.0
Not difficult at all,League of Legends,PC,8.0,1.0,Male,Student at school,,0,32,25.0
Somewhat difficult,League of Legends,PC,40.0,1.0,Female,Employed,High school diploma (or equivalent),12,15,52.0
Not difficult at all,League of Legends,PC,15.0,2.0,Male,Student at school,,2,30,19.0
Somewhat difficult,League of Legends,PC,14.0,1.0,Male,Student at college / university,Master (or equivalent),3,22,24.0
Somewhat difficult,League of Legends,PC,12.0,1.0,Male,Employed,High school diploma (or equivalent),5,19,5.0
Somewhat difficult,Counter Strike,PC,20.0,2.0,Male,Student at college / university,Bachelor (or equivalent),5,13,29.0
Not difficult at all,League of Legends,PC,6.0,3.0,Male,Employed,Bachelor (or equivalent),1,14,5.0
Not difficult at all,League of Legends,PC,25.0,5.0,Male,Employed,High school diploma (or equivalent),0,25,2.0
Somewhat difficult,League of Legends,PC,3.0,1.0,Male,Student at college / university,High school diploma (or equivalent),5,19,46.0
Not difficult at all,League of Legends,PC,5.0,1.0,Male,Student at college / university,Bachelor (or equivalent),6,19,20.0
Not difficult at all,League of Legends,PC,21.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,30,23.0
Not difficult at all,League of Legends,PC,20.0,3.0,Male,Student at school,High school diploma (or equivalent),3,24,21.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Employed,High school diploma (or equivalent),5,18,
Not difficult at all,League of Legends,PC,15.0,4.0,Male,Student at school,,5,18,18.0
,League of Legends,PC,20.0,2.0,Male,Student at college / university,Bachelor (or equivalent),0,22,8.0
Not difficult at all,League of Legends,PC,6.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,17,2.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),8,8,18.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Unemployed / between jobs,Bachelor (or equivalent),1,18,8.0
Not difficult at all,League of Legends,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,20,10.0
Not difficult at all,World of Warcraft,PC,15.0,1.0,Female,Employed,Bachelor (or equivalent),3,31,25.0
Somewhat difficult,Heroes of the Storm,PC,70.0,3.0,Male,Unemployed / between jobs,High school diploma (or equivalent),5,15,
Not difficult at all,League of Legends,PC,21.0,1.0,Male,Student at school,High school diploma (or equivalent),0,27,3.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),6,27,9.0
Somewhat difficult,Hearthstone,PC,8.0,1.0,Male,Student at college / university,Bachelor (or equivalent),11,15,26.0
Somewhat difficult,League of Legends,PC,5.0,3.0,Male,Employed,High school diploma (or equivalent),4,20,38.0
Not difficult at all,Counter Strike,PC,35.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,23,26.0
Not difficult at all,League of Legends,PC,15.0,5.0,Male,Student at college / university,High school diploma (or equivalent),19,15,
Not difficult at all,Skyrim,PC,5.0,1.0,Male,Student at college / university,Master (or equivalent),2,31,
Not difficult at all,League of Legends,PC,18.0,1.0,Male,Student at school,,1,23,17.0
Somewhat difficult,League of Legends,PC,30.0,1.0,Male,Unemployed / between jobs,Master (or equivalent),2,15,18.0
Extremely difficult,League of Legends,PC,20.0,4.0,Male,Unemployed / between jobs,High school diploma (or equivalent),9,29,47.0
Not difficult at all,League of Legends,PC,21.0,3.0,Male,Student at school,High school diploma (or equivalent),1,16,40.0
,League of Legends,PC,20.0,2.0,Male,Student at college / university,Bachelor (or equivalent),0,18,2.0
Not difficult at all,League of Legends,PC,35.0,2.0,Male,Student at school,,3,25,36.0
Somewhat difficult,League of Legends,PC,60.0,3.0,Male,Student at college / university,High school diploma (or equivalent),4,14,14.0
Not difficult at all,League of Legends,PC,19.0,1.0,Male,Student at college / university,Bachelor (or equivalent),0,33,5.0
Somewhat difficult,League of Legends,PC,35.0,4.0,Male,Student at school,,9,8,37.0
Not difficult at all,League of Legends,PC,4.0,4.0,Male,Employed,Master (or equivalent),0,24,9.0
Somewhat difficult,League of Legends,PC,40.0,2.0,Male,Employed,High school diploma (or equivalent),9,26,25.0
Somewhat difficult,League of Legends,PC,9.0,2.0,Male,Student at school,,4,16,29.0
Somewhat difficult,League of Legends,PC,12.0,3.0,Male,Student at college / university,High school diploma (or equivalent),7,14,15.0
Somewhat difficult,Other,PC,6.0,2.0,Male,Student at college / university,High school diploma (or equivalent),6,28,5.0
Not difficult at all,League of Legends,PC,16.0,1.0,Male,Employed,High school diploma (or equivalent),2,17,14.0
Very difficult,Counter Strike,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),12,14,6.0
Very difficult,League of Legends,PC,50.0,1.0,Male,Student at college / university,High school diploma (or equivalent),18,12,37.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Student at college / university,High school diploma (or equivalent),8,32,25.0
Somewhat difficult,League of Legends,PC,20.0,4.0,Male,Student at college / university,High school diploma (or equivalent),13,17,51.0
Not difficult at all,League of Legends,PC,10.0,2.0,Male,Employed,High school diploma (or equivalent),3,17,12.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Student at school,High school diploma (or equivalent),9,22,14.0
Not difficult at all,League of Legends,PC,40.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,29,5.0
Somewhat difficult,World of Warcraft,PC,15.0,2.0,Male,Employed,High school diploma (or equivalent),3,23,12.0
Very difficult,League of Legends,PC,24.0,1.0,Female,Student at school,High school diploma (or equivalent),15,15,49.0
Somewhat difficult,League of Legends,PC,40.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,13,36.0
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Student at college / university,,3,29,12.0
,League of Legends,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,22,15.0
Not difficult at all,League of Legends,PC,12.0,3.0,Male,Student at college / university,High school diploma (or equivalent),2,27,38.0
Somewhat difficult,League of Legends,PC,18.0,2.0,Male,Employed,Bachelor (or equivalent),7,30,41.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Employed,High school diploma (or equivalent),7,17,21.0
Not difficult at all,League of Legends,PC,18.0,2.0,Male,Student at school,High school diploma (or equivalent),2,25,4.0
Very difficult,League of Legends,PC,60.0,1.0,Male,Student at college / university,High school diploma (or equivalent),12,8,52.0
Somewhat difficult,League of Legends,PC,25.0,1.0,Female,Student at college / university,Bachelor (or equivalent),7,24,44.0
Very difficult,League of Legends,PC,20.0,1.0,Male,Student at college / university,Bachelor (or equivalent),9,22,25.0
Not difficult at all,Starcraft 2,PC,7.0,1.0,Male,Employed,High school diploma (or equivalent),1,20,26.0
,League of Legends,PC,15.0,2.0,Male,Student at college / university,Bachelor (or equivalent),0,9,10.0
Not difficult at all,Other,PC,40.0,4.0,Male,Employed,Bachelor (or equivalent),2,27,7.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,33,14.0
Not difficult at all,League of Legends,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),5,9,4.0
Very difficult,League of Legends,PC,35.0,2.0,Male,Student at college / university,High school diploma (or equivalent),15,27,25.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Employed,Bachelor (or equivalent),0,21,7.0
Not difficult at all,League of Legends,PC,40.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,27,16.0
Very difficult,League of Legends,PC,10.0,1.0,Male,Student at college / university,Bachelor (or equivalent),4,14,33.0
Not difficult at all,League of Legends,PC,3.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,31,6.0
Not difficult at all,League of Legends,PC,2.0,1.0,Male,Student at college / university,Bachelor (or equivalent),3,15,8.0
Somewhat difficult,League of Legends,PC,48.0,1.0,Male,Student at school,High school diploma (or equivalent),7,24,36.0
Extremely difficult,League of Legends,PC,70.0,5.0,Male,Unemployed / between jobs,High school diploma (or equivalent),16,16,30.0
Not difficult at all,League of Legends,PC,19.0,1.0,Male,Student at school,High school diploma (or equivalent),3,25,24.0
Somewhat difficult,League of Legends,PC,11.0,1.0,Male,Student at college / university,Bachelor (or equivalent),2,21,11.0
Not difficult at all,Starcraft 2,PC,30.0,4.0,Male,Unemployed / between jobs,Master (or equivalent),4,22,10.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at school,,0,34,12.0
Somewhat difficult,Starcraft 2,PC,35.0,2.0,Male,Employed,High school diploma (or equivalent),3,17,5.0
Somewhat difficult,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,11,28.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Student at college / university,Bachelor (or equivalent),13,21,
Not difficult at all,League of Legends,PC,24.0,2.0,Male,Student at school,High school diploma (or equivalent),4,23,11.0
Not difficult at all,League of Legends,PC,10.0,3.0,Male,Student at college / university,High school diploma (or equivalent),9,27,9.0
Not difficult at all,League of Legends,PC,25.0,2.0,Male,Student at school,,6,21,34.0
Not difficult at all,League of Legends,PC,21.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,30,38.0
Very difficult,League of Legends,PC,20.0,1.0,Male,Student at school,,11,17,42.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at school,,2,21,34.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at school,,2,21,34.0
Somewhat difficult,League of Legends,PC,40.0,3.0,Male,Student at college / university,High school diploma (or equivalent),5,31,2.0
Not difficult at all,League of Legends,PC,35.0,3.0,Male,Student at school,High school diploma (or equivalent),1,30,1.0
Not difficult at all,League of Legends,PC,25.0,2.0,Male,Student at college / university,,1,17,
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at college / university,High school diploma (or equivalent),1,15,12.0
Not difficult at all,League of Legends,PC,18.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,27,3.0
Very difficult,League of Legends,PC,4.0,2.0,Male,Student at school,High school diploma (or equivalent),20,14,33.0
Not difficult at all,League of Legends,PC,16.0,5.0,Male,Student at college / university,High school diploma (or equivalent),1,18,29.0
Not difficult at all,Other,PC,20.0,1.0,Male,Student at school,High school diploma (or equivalent),5,21,5.0
Somewhat difficult,League of Legends,PC,30.0,2.0,Male,Student at school,,2,15,16.0
Very difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),12,8,25.0
Somewhat difficult,League of Legends,PC,11.0,1.0,Male,Student at school,Bachelor (or equivalent),2,35,2.0
Somewhat difficult,Other,PC,20.0,3.0,Male,Student at college / university,High school diploma (or equivalent),3,18,22.0
Not difficult at all,League of Legends,PC,13.0,3.0,Male,Student at college / university,Bachelor (or equivalent),4,13,27.0
Extremely difficult,League of Legends,PC,50.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),14,11,33.0
Not difficult at all,League of Legends,PC,18.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,34,11.0
Not difficult at all,Other,PC,5.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,28,
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Unemployed / between jobs,Bachelor (or equivalent),2,11,31.0
Not difficult at all,Other,PC,10.0,4.0,Male,Employed,Bachelor (or equivalent),1,28,8.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,27,15.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Student at college / university,,6,9,30.0
Somewhat difficult,Other,PC,10.0,3.0,Male,Student at college / university,High school diploma (or equivalent),5,7,25.0
Not difficult at all,League of Legends,PC,20.0,3.0,Male,Student at college / university,High school diploma (or equivalent),3,25,12.0
Somewhat difficult,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,27,6.0
Not difficult at all,League of Legends,PC,35.0,3.0,Male,Student at college / university,High school diploma (or equivalent),6,13,26.0
Extremely difficult,League of Legends,PC,30.0,1.0,Female,Student at college / university,Bachelor (or equivalent),13,14,39.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Student at college / university,High school diploma (or equivalent),5,24,35.0
Somewhat difficult,League of Legends,PC,14.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,14,13.0
Not difficult at all,League of Legends,PC,50.0,1.0,Male,Student at college / university,High school diploma (or equivalent),6,18,14.0
Not difficult at all,League of Legends,PC,5.0,1.0,Male,Employed,Bachelor (or equivalent),1,25,17.0
Somewhat difficult,League of Legends,PC,18.0,1.0,Male,Student at school,,14,15,19.0
Not difficult at all,League of Legends,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),3,20,23.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,8,42.0
Not difficult at all,League of Legends,PC,40.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,33,30.0
Somewhat difficult,League of Legends,PC,18.0,1.0,Male,Student at school,,4,18,19.0
Not difficult at all,League of Legends,PC,5.0,5.0,Male,Student at college / university,High school diploma (or equivalent),0,30,24.0
Not difficult at all,League of Legends,PC,20.0,3.0,Male,Employed,High school diploma (or equivalent),2,22,16.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Employed,High school diploma (or equivalent),3,31,10.0
Extremely difficult,League of Legends,PC,40.0,5.0,Male,Student at college / university,High school diploma (or equivalent),18,5,53.0
